New Delhi



Residential


Multistorey Apartment

Aashirwaad Chowk
Jamia Nagar
5763,3410,Jul-Sep'16
5684,3405,Oct-Dec'16
5711,3458,Jan-Mar'17

Janakpuri
8865,5070,Jul-Sep'09
8956,4682,Oct-Dec'09
7583,5487,Jan-Mar'10
6678,5151,Apr-Jun'10
7297,6487,Jul-Sep'10
13423,7156,Jan-Mar'11
9392,7550,Apr-Jun'11
11302,7420,Jul-Sep'11
14805,8717,Apr-Jun'12
14024,8819,Oct-Dec'12
15211,8949,Jan-Mar'13
13633,8423,Apr-Jun'13
14664,8655,Jul-Sep'13
15217,9699,Oct-Dec'13
15324,9713,Jan-Mar'14
14768,8806,Apr-Jun'14
13325,8466,Oct-Dec'14
14647,8879,Jan-Mar'15
13170,7984,Apr-Jun'15
13278,8125,Jul-Sep'15
13365,8555,Oct-Dec'15
12542,7832,Jan-Mar'16
13061,8391,Apr-Jun'16
12136,7251,Jul-Sep'16
12964,8195,Oct-Dec'16
12528,7629,Jan-Mar'17

Kakrola
10338,7322,Jul-Sep'14
10329,7019,Oct-Dec'14
10304,7066,Jan-Mar'15
10079,6850,Jul-Sep'15
9875,6634,Oct-Dec'15
9758,6430,Jan-Mar'16
9358,6204,Apr-Jun'16
9391,6294,Jul-Sep'16
9289,6364,Oct-Dec'16
9047,5975,Jan-Mar'17

Kalkaji
10517,7691,Jan-Mar'09
8333,8084,Jul-Sep'09
8780,8019,Oct-Dec'09
8975,8626,Jan-Mar'10
9719,9018,Apr-Jun'10
8646,8299,Jul-Sep'10
11011,9835,Oct-Dec'10
11528,10818,Jan-Mar'11
11705,10990,Apr-Jun'11
13092,11693,Jul-Sep'11
13670,12188,Oct-Dec'11
16040,10421,Jan-Mar'12
17314,9774,Apr-Jun'12
16526,10207,Jul-Sep'12
17361,10681,Oct-Dec'12
17934,10503,Jan-Mar'13
17827,11134,Apr-Jun'13
18407,10659,Jul-Sep'13
17972,10884,Oct-Dec'13
16925,11244,Jan-Mar'14
16996,10308,Apr-Jun'14
14983,8604,Jul-Sep'14
14776,9127,Oct-Dec'14
15571,9368,Jan-Mar'15
16331,9671,Apr-Jun'15
16621,10024,Jul-Sep'15
15510,9919,Oct-Dec'15
15416,9103,Jan-Mar'16
15821,9719,Apr-Jun'16
15047,9023,Jul-Sep'16
15259,9311,Oct-Dec'16
15417,9494,Jan-Mar'17

Khanpur
4037,2695,Jul-Sep'16
4339,2710,Oct-Dec'16
3952,2675,Jan-Mar'17

Kirti Nagar
14402,11986,Jul-Sep'12
14930,11290,Oct-Dec'12
15328,11826,Jan-Mar'13
15377,12173,Apr-Jun'13
15158,11654,Apr-Jun'14
15120,11461,Jul-Sep'14
14621,11161,Jan-Mar'15
14831,10750,Apr-Jun'15
14265,10183,Jul-Sep'15
14423,10259,Oct-Dec'15
13998,9932,Jan-Mar'16
13963,10394,Apr-Jun'16
14048,10118,Jul-Sep'16
14005,10858,Oct-Dec'16
14321,10095,Jan-Mar'17

Krishna Nagar
8106,5007,Jan-Mar'16
